,World,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bonaire,Bosnia Herzegovina,Botswana,Br. Virgin Isds,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Isds,Central African Rep.,Chad,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Isds,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. People's Rep. of Korea,Dem. Rep. of the Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,FS Micronesia,Faroe Isds,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City State),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Dem. Rep.,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Isds,Martinique (Overseas France),Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Mariana Isds,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Rep. of Korea,Rep. of Moldova,Romania,Russian Federation,Rwanda,Saint Barthélemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Maarten,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Isds,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkmenistan,Turks and Caicos Isds,Tuvalu,Türkiye,USA,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Rep. of Tanzania,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Isds,Yemen,Zambia,Zimbabwe
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,957443218.5220001,0.0,0.0,1647784.784,0.0,9519252.3,0.0,0.0,1742.0,3556632.435,0.0,21126.172,180918.996,127557.961,46.453,0.0,617123.242,759.205,0.0,178701987.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205332.093,0.0,7305424.482,0.0,5293120.238,0.0,11848.526,0.0,1042883.327,9384.946,286445.923,0.0,2744.231,0.0,871.0,20429333.933,165799.071,0.0,0.0,0.0,3551043.686,0.0,0.0,156590.421,0.0,0.0,28676.366,14171862.053,0.0,0.0,9863179.311,6486148.606,0.0,0.0,1881.36,0.0,47319134.13,1742.0,0.0,0.0,0.0,18468.971,9288.531,0.0,0.0,100522.958,1160.737,218391.765,0.0,0.0,0.0,617932.412,32987029.115,2643.079,0.0,11997113.165,0.0,0.0,4042.635,229493.858,0.0,0.0,0.0,0.0,0.0,1257756.941,1161.333,60605804.791,12933448.614,0.0,0.0,5873.618,1367669.612,7462445.79,0.0,2204346.872,6978789.336,1066989.731,25473362.991,0.0,6133.455,0.0,0.0,0.0,38330.419,16418.576,1849.011,0.0,8741739.809,123822.839,49342.294,0.0,1499332.336,0.0,0.0,0.0,0.0,0.0,701628.116,72461.44,592823.422,0.0,0.0,0.0,4864292.944,18495203.81,0.0,0.0,89236.224,0.0,305.431,11707037.867,0.0,87.1,0.0,0.0,233202.289,0.0,125598.567,688.09,545989.863,2823933.481,0.0,0.0,0.0,1758349.833,58.067,1211435.43,29264586.591,16663597.522,3144.243,18857935.435,0.0,8890725.794,5349497.518,14255971.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325269.944,1487093.34,16037753.92,68071.047,859293.776,1328506.175,0.0,0.0,0.0,0.0,62125026.203,0.0,1120243.743,53923.878,0.0,11223.833,0.0,353231.438,8476448.516,0.0,0.0,56056.036,0.0,0.0,0.0,0.0,0.0,71191.35,0.0,0.0,0.0,19038610.678,33526634.206,726038.238,46112.617,25477961.95,36192420.439,57061614.299,875601.438,0.0,0.0,0.0,5016697.46,0.0,0.0,19445128.159,42426192.648
Malaysia,314686263034.548,228643086.445,21311529.125,120634398.66,82247.333,195370778.132,2123437.091,1135453.672,105141385.175,5043882.021,166599.146,10793443730.888,222806332.127,25108205.907,1090311.916,54892382.879,2587607868.985,5084467.604,10653335.485,1743878878.917,3474568.58,31827107.827,412310.211,1049672.142,22715104.353,475.261,698130.286,2240759.597,208749.924,904309589.149,1243896068.557,108295485.042,2147207.814,97138.641,2566858.684,667517568.458,52789623.268,1421924210.536,35832576.268,1012915.746,1190667.914,157498209.546,41008240378.626,19411764753.805,31619224.299,120264270.037,6546969.138,60220364.201,277407.4,748928769.62,27528994.337,6903639.448,1088889.409,7597567.33,547221946.458,124483734.415,0.0,25621827.008,211593421.36,309128080.534,739348.24,48480747.455,32569705.981,775652174.754,17799996.564,10662777.783,1671719.946,173100640.681,0.0,126730970.242,1330586.863,71778.47,115063490.105,157144048.18,1368642222.046,69967504.508,18058402.901,41520834.205,55362473.743,7062192006.68,254415650.447,2234349.357,121019285.955,15281.132,667863.23,75266946.541,50510924.038,889682.736,17287935.412,35294493.293,27.314,40919933.68,795561470.745,1640297.841,11391187905.397,11888026303.359,533763482.837,315224913.017,249433188.818,0.0,1467124944.64,19641852.912,18052530591.458,132197323.891,115342297.506,1205366250.259,2858636.899,166168480.518,7503994.57,14843732.869,43573031.02,50383154.084,214746.303,31039749.655,25508100.976,23409827.833,21502460.567,170081901.406,4924132.076,0.0,187572468.215,3724702.745,16475120.05,13955216.545,0.0,92465693.18,83291843.218,4121175318.081,27379574.747,530191.667,0.0,104551089.646,308811569.492,691988872.399,781245.108,48412865.692,544638.742,39523582.645,7793544631.176,28730452.762,1370278127.16,3440583.341,3623203.279,547550253.162,32.777,9408601.605,213722787.748,348969692.654,1236163351.718,594740.918,88747766.244,348766066.814,76802763.989,146473070.989,6078958497.925,834593411.002,108492417.015,238829225.245,11789383055.132,321204.44,147217788.919,891404442.872,3839588.633,0.0,12475.45,666875.561,1018979.864,0.0,0.0,1725843.38,4114598.749,51723.309,642070.844,1629194086.126,296930734.312,13233863.781,35103286.746,17395819.989,50446147531.818,191002684.518,118845299.833,24348044.273,96886087.409,838880175.903,2027072.198,1383027115.621,703876587.618,1409638.472,13512459.226,5419986.92,379647039.58,662217900.266,33601090.935,2500763.249,12888705827.583,18368383.522,311388969.804,28437.899,4341462.145,70223979.426,128428409.81,15131849.496,109777.975,332354.84,4487320185.06,43434916631.062,19294576.829,20923115.062,3181595937.437,1881245026.158,317755094.844,23187454.839,79770035.613,75661757.514,14181475.758,11769352746.203,147482.49,136702827.292,7176433.207,6203096.364
Maldives,91424471.48099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.313,0.0,650.557,0.0,12420.654,3077310.485,0.0,0.0,163374.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047.606,0.0,3897.595,0.0,0.0,0.0,0.0,10060.816,994498.717,0.0,0.0,0.0,0.0,0.0,1006341.317,0.0,0.0,0.0,4588.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298059.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3605788.456,0.0,0.0,0.0,0.0,9545067.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4172758.206,296379.496,0.0,0.0,0.0,0.0,823562.998,0.0,1866297.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118733.247,0.0,0.0,0.0,0.0,0.0,0.0,957629.066,0.0,0.0,109747.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415860.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72947.749,1999.13,24305.866,0.0,0.0,0.0,0.0,0.0,711535.696,226245.217,44520.147,640.132,2006.305,0.0,0.0,25.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233570.334,0.0,54728.72,2812.615,0.0,40078.845,0.0,0.0,0.0,0.0,87665.772,0.0,834523.675,1607898.446,0.0,0.0,0.0,0.0,2181029.962,0.0,0.0,32328309.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397769.482,835972.482,0.0,0.0,781634.923,20132285.172,0.0,0.0,0.0,0.0,0.0,3335597.787,0.0,0.0,0.0,0.0
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,3603494797.7040005,0.0,1081465.849,1251870.416,1448.225,8930997.182,0.0,75.767,31409050.884,25192.405,0.0,39010428.097,19573231.378,15679.363,5411.902,3179151.651,1935716.226,226699.175,0.0,25677872.326,116964.197,145829.119,7662.171,0.0,0.0,0.0,325938.31,221354.381,0.0,2698992.526,0.0,8124053.325,146560.809,9562765.339,1787959.387,0.0,2929769.029,34988559.914,0.0,383203.813,3372316.515,4304368.4,32921054.126,116360047.132,0.0,651206.627,0.0,1518212.858,0.0,56204.77,3241793.338,0.0,3212771.471,25720734.592,23749059.522,128271.826,0.0,2934993.679,7298462.218,4944388.626,0.0,971904.051,199400.458,20571845.332,0.0,0.0,0.0,2015615.387,1425044.796,200899.555,0.0,0.0,0.0,8137256.202,75386644.139,2960.311,24474.787,2959813.745,2186365.234,846315449.682,49365960.274,1836730.368,149002944.633,0.0,40342.485,28022.83,213567.736,517161.384,577719.488,26545.381,3054.478,0.0,44017941.151,1489032.964,28163800.423,211041.46,134539.891,3878880.312,4068591.3,8020089.6,203623061.079,281471.956,184967199.095,4460561.313,10952003.906,7233627.628,0.0,3486635.375,1315779.57,33825.472,1619154.578,1241334.525,1463919.572,1465195.699,31357652.966,9182496.941,481961.289,37600.815,7937164.103,14788036.023,179821.278,4907229.422,0.0,355.021,0.0,143078.791,744065.129,11629949.66,7799738.586,11200523.872,0.0,3625291.559,11471481.584,23.812,0.0,31541.649,0.0,0.0,77057209.624,0.0,1333009.985,0.0,26294.269,23294800.679,0.0,1101804.86,7035895.118,5997095.625,1415040.353,0.0,221422.571,0.0,18664.569,51314.575,47124930.497,53657629.105,29473125.759,6304611.82,52205533.457,149903.199,19505562.034,4171.494,5461082.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.243,0.0,39319949.943,8153426.966,2618755.663,291413.621,7077133.814,168351981.464,5698189.767,26092062.527,673477.687,2731027.74,6032463.489,15559569.804,71307316.707,458739.898,97965.173,8726359.086,0.0,18103109.766,41726735.464,0.0,0.0,4124820.965,19049.896,383075.01,0.0,0.0,35596.246,30110508.223,16645.929,0.0,0.0,88389854.267,290190621.768,9089859.245,3019316.529,35592263.028,126873669.634,37051706.957,109959.031,8570.288,0.0,0.0,3988497.311,0.0,6198469.263,8.659,21.648
Marshall Isds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique (Overseas France),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,4147414130.92,0.0,0.0,134218334.276,0.0,2024359.399,0.0,0.0,117401.111,1263.642,0.0,62893248.905,190754.707,0.0,0.0,362890.91,6694183.795,0.0,716052.619,7227961.836,0.0,31066479.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12196.976,0.0,319.105,1758316.385,0.0,85777.212,0.0,42733443.973,1120575390.042,0.0,103440.427,23857.555,395621.649,1046556936.368,11256.781,314326.481,86966.844,7689.905,4423136.384,189.784,0.0,48424.429,0.0,0.0,419319.241,0.0,96901093.51,0.0,53455730.025,0.0,67353.617,0.0,1239053.601,0.0,17141322.551,0.0,1964779.923,0.0,58442.418,1566.916,12842.188,0.0,0.0,0.0,0.0,46536768.172,0.0,776485.985,156449.405,0.0,76021782.553,32505950.423,0.0,9738649.016,0.0,0.0,0.0,12998375.347,11244.389,0.0,192228.925,0.0,0.0,0.0,0.0,5459096.358,13318290.197,1411.109,51484.276,7413.74,0.0,119088908.264,0.0,100323617.674,1278.805,0.0,6369.285,0.0,0.0,0.0,0.0,9902.899,10841.626,0.0,19516733.471,208778.469,465797.664,0.0,30685.491,0.0,469990.44,0.0,29734059.929,246976.006,0.0,0.0,0.0,0.0,427119.237,0.0,0.0,0.0,4117247.387,0.0,0.0,0.0,82881.534,0.0,0.0,3739997.506,0.0,37860.087,10646.891,152823.989,67183228.632,0.0,0.0,917898.022,0.0,49.282,0.0,0.0,0.0,0.0,0.0,0.0,4725510.611,21519882.113,57451.015,23154765.074,0.0,0.0,144448.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203028.452,16745982.249,1263.642,0.0,195713.818,2964015.708,0.0,0.0,0.0,0.0,1772389.521,0.0,333252277.758,0.0,0.0,32427.32,0.0,12610.368,371229810.747,0.0,0.0,36621.195,0.0,13583358.23,0.0,0.0,0.0,1403094.156,0.0,0.0,0.0,25972160.863,21974.03,0.0,3431834.25,146907426.078,0.0,0.0,0.0,0.0,0.0,0.0,1524567.536,0.0,0.0,0.0,50470.952
Mauritius,1687850412.546,0.0,121134.331,0.0,0.0,20133.996,0.0,0.0,525119.968,1245.631,0.0,7640699.994,1210168.701,0.0,12107.027,1804847.573,2997418.05,1814.684,811785.036,28083559.257,0.0,15426.82,12014.48,0.0,4344.784,0.0,110858.835,61512.261,4618.177,1505016.45,0.0,879281.146,3826.955,165832.091,59232.843,139582.882,1016085.605,2265659.966,2167.091,21.267,0.0,15833.022,17826809.537,2603029.333,3627.965,354105.024,5546429.539,952221.646,1059803.925,0.0,869878.329,0.0,0.0,68661.834,3095250.99,252416.49,0.0,21475.872,4875260.683,250541.51,0.0,28245.694,1453.289,258576.212,0.0,53.625,77603.698,26341.416,2991163.103,0.0,0.0,0.0,0.0,8213001.718,235849983.428,0.0,9795.4,0.0,0.0,31396860.838,1412076.419,0.0,2515113.957,0.0,0.0,5286.533,7106.699,0.0,5046.284,0.0,0.0,18177.729,912368.461,0.0,44673765.875,818629.921,192717.0,0.0,6359951.711,2305878.922,52797250.525,1915.114,19434774.643,649495.332,6434.263,53084846.529,0.0,4420443.271,0.0,824.323,136325.468,4971626.354,30394.407,1636233.83,0.0,1631925.844,7020.312,176290679.883,52069.587,2712943.592,1520535.881,6911.002,2750129.195,782.15,0.0,993978.303,0.0,558258.783,0.0,0.0,0.0,486250.961,10563237.041,26114.827,0.0,2261134.145,0.0,0.0,80063816.823,12862.896,1002007.523,0.0,0.0,25433.107,0.0,0.0,1357330.453,2355626.897,448093.545,0.0,459781.814,0.0,20552.032,62296.026,19839.739,4986341.135,9154227.247,7578886.507,4911612.211,109974.832,1463355.528,694866.335,3023233.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3503655.22,39295.733,27933.144,21479163.232,9706.124,15142244.32,306627.503,350197.972,0.0,23522.137,198836441.252,0.0,119343547.076,136832.292,0.0,70528.868,0.0,12291796.957,23526919.735,0.0,0.0,18213855.726,0.0,343171.413,0.0,0.0,0.0,19551.282,0.0,415.996,0.0,3398205.083,174858071.318,157846.976,2200.83,36447262.989,157328512.175,1254336.055,0.0,2304.723,1774.274,0.0,19218150.635,0.0,0.0,199037.47,1184571.086
Mexico,590694135208.0,0.0,0.0,9763962.0,39.0,16164997.0,0.0,1226117.0,786829311.0,0.0,17690562.0,922797092.0,133468940.0,686567.0,16215765.0,9406974.0,3277959.0,8010373.0,0.0,1189844039.0,252196617.0,70583.0,385352.0,0.0,124404151.0,0.0,0.0,0.0,320783.0,4737330936.0,826774.0,5456527.0,2.0,0.0,0.0,0.0,0.0,18613667899.0,1429191.0,0.0,0.0,1248232182.0,9076026006.0,844985221.0,1669.0,2812938671.0,0.0,18438.0,0.0,1209150468.0,174994.0,175172734.0,4346979.0,264517.0,432951810.0,6846933.0,0.0,0.0,202174011.0,0.0,96354.0,865239249.0,468528716.0,60565838.0,1173329333.0,0.0,0.0,5378941.0,0.0,0.0,0.0,0.0,0.0,71598977.0,1193088254.0,0.0,540656.0,0.0,1028776.0,7133642251.0,4706594.0,0.0,29075481.0,0.0,529242.0,2881113094.0,382710.0,0.0,202586058.0,8417048.0,0.0,1147863147.0,398898174.0,211573.0,1001264200.0,80855594.0,0.0,9361930.0,600943777.0,167925839.0,829728939.0,101802098.0,4257226458.0,4952649.0,1063679.0,207821.0,0.0,100948002.0,0.0,194265.0,13202640.0,2150943.0,0.0,0.0,0.0,5080369.0,2073576.0,0.0,0.0,550626402.0,0.0,0.0,262397.0,0.0,0.0,0.0,8585.0,0.0,0.0,0.0,0.0,30451760.0,0.0,0.0,0.0,25320.0,0.0,0.0,2210880699.0,0.0,84127789.0,1037271842.0,6.0,12825316.0,0.0,56626.0,30828681.0,15695288.0,8672122.0,0.0,1072928704.0,0.0,96148392.0,1229282345.0,69039895.0,376262132.0,35090893.0,57702902.0,4065199459.0,655771.0,97335922.0,13717992.0,0.0,0.0,0.0,43452.0,4840835.0,0.0,0.0,850.0,0.0,0.0,0.0,603729166.0,115.0,4106608.0,0.0,0.0,1239394809.0,33956187.0,8454111.0,0.0,0.0,230468745.0,0.0,1484183805.0,0.0,0.0,0.0,20847863.0,103614248.0,1526103760.0,0.0,0.0,401627340.0,0.0,62.0,0.0,0.0,70567294.0,4324420.0,0.0,485151.0,0.0,302455033.0,503263783115.0,1629745.0,639109.0,617726310.0,3141740843.0,0.0,235109388.0,76518032.0,0.0,195391153.0,336737029.0,0.0,0.0,0.0,0.0
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
